,Coach,Team,numSznsWTeam,numTotSzns,curr_games,curr_wins,curr_losses,franch_games,franch_wins,franch_losses,tot_games,tot_wins,tot_losses,win_percent,curr_pl_games,curr_pl_wins,curr_pl_losses,franch_pl_games,franch_pl_wins,franch_pl_losses,tot_pl_games,tot_pl_wins,tot_pl_losses,Season
822,Paul Seymour,BAL,1,7,80,38,42,80,38,42,452,249,203,0.551,3.0,0.0,3.0,3.0,0.0,3.0,35.0,14.0,21.0,1965
823,Red Auerbach,BOS,16,20,80,54,26,1192,795,397,1417,938,479,0.662,17.0,11.0,6.0,148.0,90.0,58.0,168.0,99.0,69.0,1965
824,Jack McMahon,CIN,3,4,80,45,35,240,148,92,278,160,118,0.5760000000000001,5.0,2.0,3.0,19.0,7.0,12.0,19.0,7.0,12.0,1965
825,Dave DeBusschere,DET,2,2,80,22,58,149,51,98,149,51,98,0.342,,,,,,,,,,1965
826,Fred Schaus,LAL,6,6,80,45,35,479,279,200,479,279,200,0.5820000000000001,14.0,7.0,7.0,68.0,33.0,35.0,68.0,33.0,35.0,1965
827,Harry Gallatin,NYK,2,4,21,6,15,63,25,38,256,136,120,0.531,,,,,,,23.0,12.0,11.0,1965
828,Dick McGuire,NYK,1,5,59,24,35,59,24,35,339,146,193,0.431,,,,,,,21.0,8.0,13.0,1965
829,Dolph Schayes,PHI,3,3,80,55,25,240,129,111,240,129,111,0.5379999999999999,5.0,1.0,4.0,21.0,9.0,12.0,21.0,9.0,12.0,1965
830,Alex Hannum,SFW,3,8,80,35,45,240,100,140,582,283,299,0.486,,,,12.0,5.0,7.0,51.0,27.0,24.0,1965
831,Richie Guerin,STL,2,2,80,36,44,127,64,63,127,64,63,0.504,10.0,6.0,4.0,14.0,7.0,7.0,14.0,7.0,7.0,1965
832,Buddy Jeannette,BAL,1,5,80,37,43,80,37,43,293,133,160,0.45399999999999996,10.0,5.0,5.0,10.0,5.0,5.0,24.0,14.0,10.0,1964
833,Red Auerbach,BOS,15,19,80,62,18,1112,741,371,1337,884,453,0.6609999999999999,12.0,8.0,4.0,131.0,79.0,52.0,151.0,88.0,63.0,1964
834,Jack McMahon,CIN,2,3,80,48,32,160,103,57,198,115,83,0.581,4.0,1.0,3.0,14.0,5.0,9.0,14.0,5.0,9.0,1964
835,Charles Wolf,DET,2,5,11,2,9,91,25,66,330,143,187,0.433,,,,,,,16.0,7.0,9.0,1964
836,Dave DeBusschere,DET,1,1,69,29,40,69,29,40,69,29,40,0.42,,,,,,,,,,1964
837,Fred Schaus,LAL,5,5,80,49,31,399,234,165,399,234,165,0.586,11.0,5.0,6.0,54.0,26.0,28.0,54.0,26.0,28.0,1964
838,Eddie Donovan,NYK,4,4,38,12,26,278,84,194,278,84,194,0.302,,,,,,,,,,1964
839,Harry Gallatin,NYK,1,3,42,19,23,42,19,23,235,130,105,0.5529999999999999,,,,,,,23.0,12.0,11.0,1964
840,Dolph Schayes,PHI,2,2,80,40,40,160,74,86,160,74,86,0.46299999999999997,11.0,6.0,5.0,16.0,8.0,8.0,16.0,8.0,8.0,1964
841,Alex Hannum,SFW,2,7,80,17,63,160,65,95,502,248,254,0.494,,,,12.0,5.0,7.0,51.0,27.0,24.0,1964
842,Harry Gallatin,STL,3,3,33,17,16,193,111,82,235,130,105,0.5529999999999999,,,,23.0,12.0,11.0,23.0,12.0,11.0,1964
843,Richie Guerin,STL,1,1,47,28,19,47,28,19,47,28,19,0.596,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,1964
844,Slick Leonard,BAL,2,2,80,31,49,122,44,78,122,44,78,0.361,,,,,,,,,,1963
845,Red Auerbach,BOS,14,18,80,59,21,1032,679,353,1257,822,435,0.654,10.0,8.0,2.0,119.0,71.0,48.0,139.0,80.0,59.0,1963
846,Jack McMahon,CIN,1,2,80,55,25,80,55,25,118,67,51,0.568,10.0,4.0,6.0,10.0,4.0,6.0,10.0,4.0,6.0,1963
847,Charles Wolf,DET,1,4,80,23,57,80,23,57,319,141,178,0.442,,,,,,,16.0,7.0,9.0,1963
848,Fred Schaus,LAL,4,4,80,42,38,319,185,134,319,185,134,0.58,5.0,2.0,3.0,43.0,21.0,22.0,43.0,21.0,22.0,1963
849,Eddie Donovan,NYK,3,3,80,22,58,240,72,168,240,72,168,0.3,,,,,,,,,,1963
850,Dolph Schayes,PHI,1,1,80,34,46,80,34,46,80,34,46,0.425,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1963
851,Alex Hannum,SFW,1,6,80,48,32,80,48,32,422,231,191,0.547,12.0,5.0,7.0,12.0,5.0,7.0,51.0,27.0,24.0,1963
852,Harry Gallatin,STL,2,2,80,46,34,160,94,66,160,94,66,0.588,12.0,6.0,6.0,23.0,12.0,11.0,23.0,12.0,11.0,1963
853,Lenny Wilkens,ATL,4,24,82,56,26,328,201,127,1946,1070,876,0.55,10.0,4.0,6.0,34.0,13.0,21.0,144.0,68.0,76.0,1996
854,M.L. Carr,BOS,2,2,82,15,67,164,48,116,164,48,116,0.293,,,,,,,,,,1996
855,Dave Cowens,CHH,1,2,82,54,28,82,54,28,150,81,69,0.54,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1996
856,Phil Jackson,CHI,8,8,82,69,13,656,483,173,656,483,173,0.736,19.0,15.0,4.0,131.0,96.0,35.0,131.0,96.0,35.0,1996
857,Mike Fratello,CLE,4,12,82,42,40,328,179,149,905,503,402,0.556,,,,10.0,1.0,9.0,50.0,19.0,31.0,1996
858,Jim Cleamons,DAL,1,1,82,24,58,82,24,58,82,24,58,0.293,,,,,,,,,,1996
859,Bernie Bickerstaff,DEN,3,8,13,4,9,127,59,68,572,283,289,0.495,,,,3.0,0.0,3.0,33.0,12.0,21.0,1996
860,Dick Motta,DEN,1,25,69,17,52,69,17,52,1952,935,1017,0.479,,,,,,,126.0,56.0,70.0,1996
861,Doug Collins,DET,2,5,82,54,28,164,100,64,410,237,173,0.578,5.0,2.0,3.0,8.0,2.0,6.0,38.0,15.0,23.0,1996
862,Rick Adelman,GSW,2,8,82,30,52,164,66,98,609,357,252,0.586,,,,,,,69.0,36.0,33.0,1996
863,Rudy Tomjanovich,HOU,6,6,82,57,25,440,281,159,440,281,159,0.639,16.0,9.0,7.0,81.0,48.0,33.0,81.0,48.0,33.0,1996
864,Larry Brown,IND,4,18,82,39,43,328,190,138,1440,853,587,0.5920000000000001,,,,38.0,22.0,16.0,125.0,61.0,64.0,1996
865,Bill Fitch,LAC,3,24,82,36,46,246,82,164,1968,927,1041,0.47100000000000003,3.0,0.0,3.0,3.0,0.0,3.0,109.0,55.0,54.0,1996
866,Del Harris,LAL,3,12,82,56,26,246,157,89,919,489,430,0.532,9.0,4.0,5.0,23.0,10.0,13.0,75.0,31.0,44.0,1996
867,Pat Riley,MIA,2,15,82,61,21,164,103,61,1219,859,360,0.705,17.0,8.0,9.0,20.0,8.0,12.0,232.0,145.0,87.0,1996
868,Chris Ford,MIL,1,6,82,33,49,82,33,49,492,255,237,0.518,,,,,,,29.0,13.0,16.0,1996
869,Flip Saunders,MIN,2,2,82,40,42,144,60,84,144,60,84,0.41700000000000004,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1996
870,John Calipari,NJN,1,1,82,26,56,82,26,56,82,26,56,0.317,,,,,,,,,,1996
871,Jeff Van Gundy,NYK,2,2,82,57,25,105,70,35,105,70,35,0.667,10.0,6.0,4.0,18.0,10.0,8.0,18.0,10.0,8.0,1996
872,Brian Hill,ORL,4,4,49,24,25,295,191,104,295,191,104,0.647,,,,36.0,18.0,18.0,36.0,18.0,18.0,1996
873,Richie Adubato,ORL,1,6,33,21,12,33,21,12,367,127,240,0.34600000000000003,5.0,2.0,3.0,5.0,2.0,3.0,8.0,2.0,6.0,1996
874,Johnny Davis,PHI,1,1,82,22,60,82,22,60,82,22,60,0.268,,,,,,,,,,1996
875,Cotton Fitzsimmons,PHO,8,21,8,0,8,549,341,208,1607,832,775,0.518,,,,44.0,22.0,22.0,84.0,35.0,49.0,1996
876,Danny Ainge,PHO,1,1,74,40,34,74,40,34,74,40,34,0.541,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1996
877,P.J. Carlesimo,POR,3,3,82,49,33,246,137,109,246,137,109,0.557,4.0,1.0,3.0,12.0,3.0,9.0,12.0,3.0,9.0,1996
878,Garry St. Jean,SAC,5,5,67,28,39,395,159,236,395,159,236,0.40299999999999997,,,,4.0,1.0,3.0,4.0,1.0,3.0,1996
879,Eddie Jordan,SAC,1,1,15,6,9,15,6,9,15,6,9,0.4,,,,,,,,,,1996
880,Bob Hill,SAS,3,7,18,3,15,182,124,58,469,257,212,0.5479999999999999,,,,25.0,14.0,11.0,37.0,17.0,20.0,1996
881,Gregg Popovich,SAS,1,1,64,17,47,64,17,47,64,17,47,0.266,,,,,,,,,,1996
882,George Karl,SEA,6,10,82,57,25,452,323,129,747,442,305,0.5920000000000001,12.0,6.0,6.0,70.0,36.0,34.0,84.0,41.0,43.0,1996
883,Darrell Walker,TOR,1,1,82,30,52,82,30,52,82,30,52,0.366,,,,,,,,,,1996
884,Jerry Sloan,UTA,9,12,82,64,18,721,483,238,936,577,359,0.616,20.0,13.0,7.0,97.0,50.0,47.0,103.0,52.0,51.0,1996
885,Brian Winters,VAN,2,2,43,8,35,125,23,102,125,23,102,0.184,,,,,,,,,,1996
886,Stu Jackson,VAN,1,3,39,6,33,39,6,33,136,58,78,0.426,,,,,,,10.0,4.0,6.0,1996
887,Jim Lynam,WSB,3,10,46,22,24,210,82,128,720,328,392,0.456,,,,,,,21.0,8.0,13.0,1996
888,Bob Staak,WSB,1,1,1,0,1,1,0,1,1,0,1,0.0,,,,,,,,,,1996
889,Bernie Bickerstaff,WSB,1,8,35,22,13,35,22,13,572,283,289,0.495,3.0,0.0,3.0,3.0,0.0,3.0,33.0,12.0,21.0,1996
890,Gene Shue,BAL,2,2,82,36,46,138,52,86,138,52,86,0.377,,,,,,,,,,1967
891,Bill Russell,BOS,2,2,82,54,28,163,114,49,163,114,49,0.6990000000000001,19.0,12.0,7.0,28.0,16.0,12.0,28.0,16.0,12.0,1967
892,Red Kerr,CHI,2,2,82,29,53,163,62,101,163,62,101,0.38,5.0,1.0,4.0,8.0,1.0,7.0,8.0,1.0,7.0,1967
893,Ed Jucker,CIN,1,1,82,39,43,82,39,43,82,39,43,0.47600000000000003,,,,,,,,,,1967
894,Donnie Butcher,DET,2,2,82,40,42,90,42,48,90,42,48,0.467,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1967
895,Butch van Breda Kolff,LAL,1,1,82,52,30,82,52,30,82,52,30,0.634,15.0,10.0,5.0,15.0,10.0,5.0,15.0,10.0,5.0,1967
896,Dick McGuire,NYK,3,7,38,15,23,178,75,103,458,197,261,0.43,,,,4.0,1.0,3.0,25.0,9.0,16.0,1967
897,Red Holzman,NYK,1,5,44,28,16,44,28,16,247,111,136,0.449,6.0,2.0,4.0,6.0,2.0,4.0,14.0,6.0,8.0,1967
898,Alex Hannum,PHI,5,10,82,62,20,402,257,145,745,413,332,0.5539999999999999,13.0,7.0,6.0,46.0,26.0,20.0,79.0,45.0,34.0,1967
899,Jack McMahon,SDR,1,6,82,15,67,82,15,67,441,214,227,0.485,,,,,,,23.0,8.0,15.0,1967
900,Al Bianchi,SEA,1,1,82,23,59,82,23,59,82,23,59,0.28,,,,,,,,,,1967
901,Bill Sharman,SFW,2,2,82,43,39,163,87,76,163,87,76,0.534,10.0,4.0,6.0,25.0,13.0,12.0,25.0,13.0,12.0,1967
902,Richie Guerin,STL,4,4,82,56,26,290,159,131,290,159,131,0.5479999999999999,6.0,2.0,4.0,29.0,14.0,15.0,29.0,14.0,15.0,1967
903,Cotton Fitzsimmons,ATL,3,5,82,31,51,246,112,134,410,209,201,0.51,,,,6.0,2.0,4.0,6.0,2.0,4.0,1974
904,Tom Heinsohn,BOS,6,6,82,60,22,492,318,174,492,318,174,0.6459999999999999,11.0,6.0,5.0,53.0,30.0,23.0,53.0,30.0,23.0,1974
905,Jack Ramsay,BUF,3,7,82,49,33,246,112,134,574,286,288,0.498,7.0,3.0,4.0,13.0,5.0,8.0,30.0,10.0,20.0,1974
906,Dick Motta,CHI,7,7,82,47,35,574,332,242,574,332,242,0.578,13.0,7.0,6.0,47.0,18.0,29.0,47.0,18.0,29.0,1974
907,Bill Fitch,CLE,5,5,82,40,42,410,139,271,410,139,271,0.33899999999999997,,,,,,,,,,1974
908,Ray Scott,DET,3,3,82,40,42,239,130,109,239,130,109,0.544,3.0,1.0,2.0,10.0,4.0,6.0,10.0,4.0,6.0,1974
909,Al Attles,GSW,6,6,82,48,34,440,239,201,440,239,201,0.5429999999999999,17.0,12.0,5.0,38.0,19.0,19.0,38.0,19.0,19.0,1974
910,Johnny Egan,HOU,3,3,82,41,41,199,89,110,199,89,110,0.447,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,1974
911,Phil Johnson,KCO,2,2,82,44,38,140,71,69,140,71,69,0.507,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1974
912,Bill Sharman,LAL,4,9,82,30,52,328,206,122,737,426,311,0.578,,,,37.0,22.0,15.0,97.0,57.0,40.0,1974
913,Larry Costello,MIL,7,7,82,38,44,574,369,205,574,369,205,0.643,,,,57.0,36.0,21.0,57.0,36.0,21.0,1974
914,Scotty Robertson,NOJ,1,1,15,1,14,15,1,14,15,1,14,0.067,,,,,,,,,,1974
915,Elgin Baylor,NOJ,1,1,1,0,1,1,0,1,1,0,1,0.0,,,,,,,,,,1974
916,Butch van Breda Kolff,NOJ,1,8,66,22,44,66,22,44,495,235,260,0.475,,,,,,,33.0,21.0,12.0,1974
917,Red Holzman,NYK,8,12,82,40,42,618,388,230,821,471,350,0.574,3.0,1.0,2.0,95.0,54.0,41.0,103.0,58.0,45.0,1974
918,Gene Shue,PHI,2,9,82,34,48,164,59,105,712,350,362,0.49200000000000005,,,,,,,40.0,14.0,26.0,1974
919,John MacLeod,PHO,2,2,82,32,50,164,62,102,164,62,102,0.37799999999999995,,,,,,,,,,1974
920,Lenny Wilkens,POR,1,4,82,38,44,82,38,44,328,159,169,0.485,,,,,,,,,,1974
921,Bill Russell,SEA,2,5,82,43,39,164,79,85,409,241,168,0.589,9.0,4.0,5.0,9.0,4.0,5.0,55.0,32.0,23.0,1974
922,K.C. Jones,WSB,2,3,82,60,22,164,107,57,248,137,111,0.552,17.0,8.0,9.0,24.0,11.0,13.0,28.0,11.0,17.0,1974
923,Bob Weiss,ATL,1,3,82,43,39,82,43,39,246,102,144,0.415,5.0,2.0,3.0,5.0,2.0,3.0,8.0,2.0,6.0,1990
924,Chris Ford,BOS,1,1,82,56,26,82,56,26,82,56,26,0.6829999999999999,11.0,5.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,1990
925,Gene Littles,CHH,2,3,82,26,56,124,37,87,139,41,98,0.295,,,,,,,,,,1990
926,Phil Jackson,CHI,2,2,82,61,21,164,116,48,164,116,48,0.7070000000000001,17.0,15.0,2.0,33.0,25.0,8.0,33.0,25.0,8.0,1990
927,Lenny Wilkens,CLE,5,18,82,33,49,410,205,205,1454,758,696,0.521,,,,15.0,6.0,9.0,84.0,43.0,41.0,1990
928,Richie Adubato,DAL,2,3,82,28,54,153,70,83,223,82,141,0.368,,,,3.0,0.0,3.0,3.0,0.0,3.0,1990
929,Paul Westhead,DEN,1,5,82,20,62,82,20,62,325,159,166,0.489,,,,,,,19.0,13.0,6.0,1990
930,Chuck Daly,DET,8,9,82,50,32,656,419,237,697,428,269,0.614,15.0,7.0,8.0,108.0,69.0,39.0,108.0,69.0,39.0,1990
931,Don Nelson,GSW,3,14,82,44,38,246,124,122,1130,664,466,0.588,9.0,4.0,5.0,17.0,8.0,9.0,105.0,50.0,55.0,1990
932,Don Chaney,HOU,3,6,82,52,30,246,138,108,431,191,240,0.44299999999999995,3.0,0.0,3.0,11.0,2.0,9.0,11.0,2.0,9.0,1990
933,Dick Versace,IND,3,3,25,9,16,160,73,87,160,73,87,0.456,,,,3.0,0.0,3.0,3.0,0.0,3.0,1990
934,Bob Hill,IND,1,2,57,32,25,57,32,25,123,52,71,0.423,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1990
935,Mike Schuler,LAC,1,4,82,31,51,82,31,51,293,158,135,0.539,,,,,,,8.0,2.0,6.0,1990
936,Mike Dunleavy,LAL,1,1,82,58,24,82,58,24,82,58,24,0.7070000000000001,19.0,12.0,7.0,19.0,12.0,7.0,19.0,12.0,7.0,1990
937,Ron Rothstein,MIA,3,3,82,24,58,246,57,189,246,57,189,0.23199999999999998,,,,,,,,,,1990
938,Del Harris,MIL,4,8,82,48,34,328,183,145,656,324,332,0.494,3.0,0.0,3.0,21.0,6.0,15.0,52.0,21.0,31.0,1990
939,Bill Musselman,MIN,2,5,82,29,53,164,51,113,295,85,210,0.28800000000000003,,,,,,,,,,1990
940,Bill Fitch,NJN,2,20,82,26,56,164,43,121,1640,805,835,0.491,,,,,,,102.0,54.0,48.0,1990
941,Stu Jackson,NYK,2,2,15,7,8,97,52,45,97,52,45,0.536,,,,10.0,4.0,6.0,10.0,4.0,6.0,1990
942,John MacLeod,NYK,1,18,67,32,35,67,32,35,1364,707,657,0.518,3.0,0.0,3.0,3.0,0.0,3.0,101.0,47.0,54.0,1990
943,Matt Guokas,ORL,2,5,82,31,51,164,49,115,371,168,203,0.45299999999999996,,,,,,,17.0,8.0,9.0,1990
944,Jim Lynam,PHI,4,6,82,44,38,285,159,126,428,211,217,0.493,8.0,4.0,4.0,21.0,8.0,13.0,21.0,8.0,13.0,1990
945,Cotton Fitzsimmons,PHO,5,18,82,55,27,410,261,149,1468,752,716,0.512,4.0,1.0,3.0,32.0,17.0,15.0,72.0,30.0,42.0,1990
946,Rick Adelman,POR,3,3,82,63,19,199,136,63,199,136,63,0.6829999999999999,16.0,9.0,7.0,40.0,21.0,19.0,40.0,21.0,19.0,1990
947,Dick Motta,SAC,2,21,82,25,57,136,41,95,1694,849,845,0.501,,,,,,,126.0,56.0,70.0,1990
948,Larry Brown,SAS,3,12,82,55,27,246,132,114,957,578,379,0.604,4.0,1.0,3.0,14.0,7.0,7.0,77.0,35.0,42.0,1990
949,K.C. Jones,SEA,1,10,82,41,41,82,41,41,822,534,288,0.65,5.0,2.0,3.0,5.0,2.0,3.0,142.0,81.0,61.0,1990
950,Jerry Sloan,UTA,3,6,82,54,28,229,149,80,444,243,201,0.547,9.0,4.0,5.0,17.0,6.0,11.0,23.0,8.0,15.0,1990
951,Wes Unseld,WSB,4,4,82,30,52,301,131,170,301,131,170,0.435,,,,5.0,2.0,3.0,5.0,2.0,3.0,1990
952,Mike Budenholzer,ATL,5,5,82,24,58,410,213,197,410,213,197,0.52,,,,39.0,17.0,22.0,39.0,17.0,22.0,2017
953,Brad Stevens,BOS,5,5,82,55,27,410,221,189,410,221,189,0.539,19.0,11.0,8.0,47.0,22.0,25.0,47.0,22.0,25.0,2017
954,Kenny Atkinson,BRK,2,2,82,28,54,164,48,116,164,48,116,0.293,,,,,,,,,,2017
955,Fred Hoiberg,CHI,3,3,82,27,55,246,110,136,246,110,136,0.447,,,,6.0,2.0,4.0,6.0,2.0,4.0,2017
956,Steve Clifford,CHO,5,5,82,36,46,410,196,214,410,196,214,0.478,,,,11.0,3.0,8.0,11.0,3.0,8.0,2017
957,Tyronn Lue,CLE,3,3,82,50,32,205,128,77,205,128,77,0.624,22.0,12.0,10.0,61.0,41.0,20.0,61.0,41.0,20.0,2017
958,Rick Carlisle,DAL,10,16,82,24,58,804,437,367,1296,718,578,0.5539999999999999,,,,58.0,28.0,30.0,120.0,58.0,62.0,2017
959,Mike Malone,DEN,3,5,82,46,36,246,119,127,352,158,194,0.449,,,,,,,,,,2017
960,Stan Van Gundy,DET,4,12,82,39,43,328,152,176,907,523,384,0.5770000000000001,,,,4.0,0.0,4.0,91.0,48.0,43.0,2017
961,Steve Kerr,GSW,4,4,82,58,24,328,265,63,328,265,63,0.8079999999999999,21.0,16.0,5.0,83.0,63.0,20.0,83.0,63.0,20.0,2017
962,Mike D'Antoni,HOU,2,14,82,65,17,164,120,44,1045,575,470,0.55,17.0,11.0,6.0,28.0,17.0,11.0,87.0,43.0,44.0,2017
963,Nate McMillan,IND,2,14,82,48,34,164,90,74,1094,568,526,0.519,7.0,3.0,4.0,11.0,3.0,8.0,45.0,17.0,28.0,2017
964,Doc Rivers,LAC,5,19,82,42,40,410,259,151,1470,846,624,0.5760000000000001,,,,40.0,18.0,22.0,161.0,82.0,79.0,2017
965,Luke Walton,LAL,2,2,82,35,47,164,61,103,164,61,103,0.37200000000000005,,,,,,,,,,2017
966,David Fizdale,MEM,2,2,19,7,12,101,50,51,101,50,51,0.495,,,,6.0,2.0,4.0,6.0,2.0,4.0,2017
967,J.B. Bickerstaff,MEM,1,2,63,15,48,63,15,48,134,52,82,0.38799999999999996,,,,,,,5.0,1.0,4.0,2017
968,Erik Spoelstra,MIA,10,10,82,44,38,804,484,320,804,484,320,0.602,5.0,1.0,4.0,118.0,71.0,47.0,118.0,71.0,47.0,2017
969,Jason Kidd,MIL,4,5,45,23,22,291,139,152,373,183,190,0.491,,,,12.0,4.0,8.0,24.0,9.0,15.0,2017
970,Joe Prunty,MIL,1,1,37,21,16,37,21,16,37,21,16,0.568,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2017
971,Tom Thibodeau,MIN,2,7,82,47,35,164,78,86,558,333,225,0.597,5.0,1.0,4.0,5.0,1.0,4.0,56.0,24.0,32.0,2017
972,Alvin Gentry,NOP,3,15,82,48,34,246,112,134,951,447,504,0.47,9.0,5.0,4.0,9.0,5.0,4.0,30.0,17.0,13.0,2017
973,Jeff Hornacek,NYK,2,5,82,29,53,164,60,104,377,161,216,0.42700000000000005,,,,,,,,,,2017
974,Billy Donovan,OKC,3,3,82,48,34,246,150,96,246,150,96,0.61,6.0,2.0,4.0,29.0,14.0,15.0,29.0,14.0,15.0,2017
975,Frank Vogel,ORL,2,8,82,25,57,164,54,110,595,304,291,0.511,,,,,,,61.0,31.0,30.0,2017
976,Brett Brown,PHI,5,5,82,52,30,410,127,283,410,127,283,0.31,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,2017
977,Earl Watson,PHO,3,3,3,0,3,118,33,85,118,33,85,0.28,,,,,,,,,,2017
978,Jay Triano,PHO,1,4,79,21,58,79,21,58,308,108,200,0.35100000000000003,,,,,,,,,,2017
979,Terry Stotts,POR,6,10,82,49,33,492,272,220,775,387,388,0.499,4.0,0.0,4.0,35.0,11.0,24.0,40.0,12.0,28.0,2017
980,Dave Joerger,SAC,2,5,82,27,55,164,59,105,410,206,204,0.502,,,,,,,22.0,9.0,13.0,2017
981,Gregg Popovich,SAS,22,22,82,47,35,1738,1197,541,1738,1197,541,0.6890000000000001,5.0,1.0,4.0,277.0,167.0,110.0,277.0,167.0,110.0,2017
982,Dwane Casey,TOR,7,9,82,59,23,558,320,238,680,373,307,0.5489999999999999,10.0,4.0,6.0,51.0,21.0,30.0,51.0,21.0,30.0,2017
983,Quin Snyder,UTA,4,4,82,48,34,328,177,151,328,177,151,0.54,11.0,5.0,6.0,22.0,9.0,13.0,22.0,9.0,13.0,2017
984,Scott Brooks,WAS,2,9,82,43,39,164,92,72,709,430,279,0.606,6.0,2.0,4.0,19.0,9.0,10.0,92.0,48.0,44.0,2017
985,Larry Drew,ATL,1,1,82,44,38,82,44,38,82,44,38,0.537,12.0,6.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,2010
986,Doc Rivers,BOS,7,12,82,56,26,574,336,238,913,507,406,0.555,9.0,5.0,4.0,80.0,46.0,34.0,95.0,51.0,44.0,2010
987,Larry Brown,CHA,3,30,28,9,19,192,88,104,2338,1327,1011,0.568,,,,4.0,0.0,4.0,235.0,120.0,115.0,2010
988,Paul Silas,CHA,5,11,54,25,29,335,186,149,809,380,429,0.47,,,,23.0,11.0,12.0,29.0,13.0,16.0,2010
989,Tom Thibodeau,CHI,1,1,82,62,20,82,62,20,82,62,20,0.7559999999999999,16.0,9.0,7.0,16.0,9.0,7.0,16.0,9.0,7.0,2010
990,Byron Scott,CLE,1,11,82,19,63,82,19,63,789,371,418,0.47,,,,,,,57.0,33.0,24.0,2010
991,Rick Carlisle,DAL,3,9,82,57,25,246,162,84,738,443,295,0.6,21.0,16.0,5.0,37.0,23.0,14.0,99.0,53.0,46.0,2010
992,George Karl,DEN,7,23,82,50,32,532,328,204,1739,1036,703,0.596,5.0,1.0,4.0,46.0,16.0,30.0,172.0,75.0,97.0,2010
993,John Kuester,DET,2,2,82,30,52,164,57,107,164,57,107,0.348,,,,,,,,,,2010
994,Keith Smart,GSW,1,2,82,36,46,82,36,46,122,45,77,0.369,,,,,,,,,,2010
995,Rick Adelman,HOU,4,20,82,43,39,328,193,135,1561,945,616,0.605,,,,19.0,9.0,10.0,157.0,79.0,78.0,2010
996,Jim O'Brien,IND,4,9,44,17,27,290,121,169,630,303,327,0.48100000000000004,,,,,,,31.0,14.0,17.0,2010
997,Frank Vogel,IND,1,1,38,20,18,38,20,18,38,20,18,0.526,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2010
998,Vinny Del Negro,LAC,1,3,82,32,50,82,32,50,246,114,132,0.46299999999999997,,,,,,,12.0,4.0,8.0,2010
999,Phil Jackson,LAL,11,20,82,57,25,902,610,292,1640,1155,485,0.7040000000000001,10.0,4.0,6.0,181.0,118.0,63.0,333.0,229.0,104.0,2010
1000,Lionel Hollins,MEM,5,5,82,46,36,267,117,150,267,117,150,0.43799999999999994,13.0,7.0,6.0,13.0,7.0,6.0,13.0,7.0,6.0,2010
1001,Erik Spoelstra,MIA,3,3,82,58,24,246,148,98,246,148,98,0.602,21.0,14.0,7.0,33.0,18.0,15.0,33.0,18.0,15.0,2010
1002,Scott Skiles,MIL,3,11,82,35,47,246,115,131,778,396,382,0.509,,,,7.0,3.0,4.0,42.0,18.0,24.0,2010
1003,Kurt Rambis,MIN,2,3,82,17,65,164,32,132,201,56,145,0.27899999999999997,,,,,,,8.0,3.0,5.0,2010
1004,Avery Johnson,NJN,1,5,82,24,58,82,24,58,346,218,128,0.63,,,,,,,47.0,23.0,24.0,2010
1005,Monty Williams,NOH,1,1,82,46,36,82,46,36,82,46,36,0.561,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2010
1006,Mike D'Antoni,NYK,3,9,82,42,40,246,103,143,685,370,315,0.54,4.0,0.0,4.0,4.0,0.0,4.0,55.0,26.0,29.0,2010
1007,Scott Brooks,OKC,3,3,82,55,27,233,127,106,233,127,106,0.545,17.0,9.0,8.0,23.0,11.0,12.0,23.0,11.0,12.0,2010
1008,Stan Van Gundy,ORL,4,7,82,52,30,328,222,106,513,334,179,0.6509999999999999,6.0,2.0,4.0,54.0,30.0,24.0,82.0,47.0,35.0,2010
1009,Doug Collins,PHI,1,9,82,41,41,82,41,41,701,373,328,0.532,5.0,1.0,4.0,5.0,1.0,4.0,43.0,16.0,27.0,2010
1010,Alvin Gentry,PHO,3,10,82,40,42,195,112,83,598,289,309,0.483,,,,16.0,10.0,6.0,21.0,12.0,9.0,2010
1011,Nate McMillan,POR,6,11,82,48,34,492,246,246,887,458,429,0.516,6.0,2.0,4.0,18.0,6.0,12.0,34.0,14.0,20.0,2010
1012,Paul Westphal,SAC,2,9,82,24,58,164,49,115,590,316,274,0.536,,,,,,,49.0,27.0,22.0,2010
1013,Gregg Popovich,SAS,15,15,82,61,21,1180,797,383,1180,797,383,0.675,6.0,2.0,4.0,181.0,108.0,73.0,181.0,108.0,73.0,2010
