,Unnamed: 0,Coach,Team,numSznsWTeam,numTotSzns,curr_games,curr_wins,curr_losses,franch_games,franch_wins,franch_losses,tot_games,tot_wins,tot_losses,win_percent,curr_pl_games,curr_pl_wins,curr_pl_losses,franch_pl_games,franch_pl_wins,franch_pl_losses,tot_pl_games,tot_pl_wins,tot_pl_losses,Season,pl_win_percent,Seasons
895,895,Butch van Breda Kolff,LAL,1,1,82,52,30,82,52,30,82,52,30,0.634,15.0,10.0,5.0,15.0,10.0,5.0,15.0,10.0,5.0,1967,0.6666666666666666,1959-69
897,897,Red Holzman,NYK,1,5,44,28,16,44,28,16,247,111,136,0.449,6.0,2.0,4.0,6.0,2.0,4.0,14.0,6.0,8.0,1967,0.3333333333333333,1959-69
898,898,Alex Hannum,PHI,5,10,82,62,20,402,257,145,745,413,332,0.5539999999999999,13.0,7.0,6.0,46.0,26.0,20.0,79.0,45.0,34.0,1967,0.5384615384615384,1959-69
899,899,Jack McMahon,HOU,1,6,82,15,67,82,15,67,441,214,227,0.485,,,,,,,23.0,8.0,15.0,1967,,1959-69
902,902,Richie Guerin,ATL,4,4,82,56,26,290,159,131,290,159,131,0.5479999999999999,6.0,2.0,4.0,29.0,14.0,15.0,29.0,14.0,15.0,1967,0.3333333333333333,1959-69
903,903,Cotton Fitzsimmons,ATL,3,5,82,31,51,246,112,134,410,209,201,0.51,,,,6.0,2.0,4.0,6.0,2.0,4.0,1974,,1969-1979
904,904,Tom Heinsohn,BOS,6,6,82,60,22,492,318,174,492,318,174,0.6459999999999999,11.0,6.0,5.0,53.0,30.0,23.0,53.0,30.0,23.0,1974,0.5454545454545454,1969-1979
905,905,Jack Ramsay,LAC,3,7,82,49,33,246,112,134,574,286,288,0.498,7.0,3.0,4.0,13.0,5.0,8.0,30.0,10.0,20.0,1974,0.42857142857142855,1969-1979
906,906,Dick Motta,CHI,7,7,82,47,35,574,332,242,574,332,242,0.578,13.0,7.0,6.0,47.0,18.0,29.0,47.0,18.0,29.0,1974,0.5384615384615384,1969-1979
907,907,Bill Fitch,CLE,5,5,82,40,42,410,139,271,410,139,271,0.339,,,,,,,,,,1974,,1969-1979
909,909,Al Attles,GSW,6,6,82,48,34,440,239,201,440,239,201,0.5429999999999999,17.0,12.0,5.0,38.0,19.0,19.0,38.0,19.0,19.0,1974,0.7058823529411765,1969-1979
911,911,Phil Johnson,SAC,2,2,82,44,38,140,71,69,140,71,69,0.507,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1974,0.3333333333333333,1969-1979
913,913,Larry Costello,MIL,7,7,82,38,44,574,369,205,574,369,205,0.643,,,,57.0,36.0,21.0,57.0,36.0,21.0,1974,,1969-1979
916,916,Butch van Breda Kolff,UTA,1,8,66,22,44,66,22,44,495,235,260,0.475,,,,,,,33.0,21.0,12.0,1974,,1969-1979
917,917,Red Holzman,NYK,8,12,82,40,42,618,388,230,821,471,350,0.574,3.0,1.0,2.0,95.0,54.0,41.0,103.0,58.0,45.0,1974,0.3333333333333333,1969-1979
918,918,Gene Shue,PHI,2,9,82,34,48,164,59,105,712,350,362,0.4920000000000001,,,,,,,40.0,14.0,26.0,1974,,1969-1979
919,919,John MacLeod,PHO,2,2,82,32,50,164,62,102,164,62,102,0.378,,,,,,,,,,1974,,1969-1979
920,920,Lenny Wilkens,POR,1,4,82,38,44,82,38,44,328,159,169,0.485,,,,,,,,,,1974,,1969-1979
921,921,Bill Russell,OKC,2,5,82,43,39,164,79,85,409,241,168,0.589,9.0,4.0,5.0,9.0,4.0,5.0,55.0,32.0,23.0,1974,0.4444444444444444,1969-1979
922,922,K.C. Jones,WAS,2,3,82,60,22,164,107,57,248,137,111,0.552,17.0,8.0,9.0,24.0,11.0,13.0,28.0,11.0,17.0,1974,0.47058823529411764,1969-1979
924,924,Chris Ford,BOS,1,1,82,56,26,82,56,26,82,56,26,0.6829999999999999,11.0,5.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,1990,0.45454545454545453,1988-1998
926,926,Phil Jackson,CHI,2,2,82,61,21,164,116,48,164,116,48,0.7070000000000001,17.0,15.0,2.0,33.0,25.0,8.0,33.0,25.0,8.0,1990,0.8823529411764706,1988-1998
927,927,Lenny Wilkens,CLE,5,18,82,33,49,410,205,205,1454,758,696,0.521,,,,15.0,6.0,9.0,84.0,43.0,41.0,1990,,1988-1998
930,930,Chuck Daly,DET,8,9,82,50,32,656,419,237,697,428,269,0.614,15.0,7.0,8.0,108.0,69.0,39.0,108.0,69.0,39.0,1990,0.4666666666666667,1988-1998
931,931,Don Nelson,GSW,3,14,82,44,38,246,124,122,1130,664,466,0.588,9.0,4.0,5.0,17.0,8.0,9.0,105.0,50.0,55.0,1990,0.4444444444444444,1988-1998
932,932,Don Chaney,HOU,3,6,82,52,30,246,138,108,431,191,240,0.443,3.0,0.0,3.0,11.0,2.0,9.0,11.0,2.0,9.0,1990,0.0,1988-1998
934,934,Bob Hill,IND,1,2,57,32,25,57,32,25,123,52,71,0.423,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1990,0.4,1988-1998
936,936,Mike Dunleavy,LAL,1,1,82,58,24,82,58,24,82,58,24,0.7070000000000001,19.0,12.0,7.0,19.0,12.0,7.0,19.0,12.0,7.0,1990,0.631578947368421,1988-1998
938,938,Del Harris,MIL,4,8,82,48,34,328,183,145,656,324,332,0.494,3.0,0.0,3.0,21.0,6.0,15.0,52.0,21.0,31.0,1990,0.0,1988-1998
940,940,Bill Fitch,BRK,2,20,82,26,56,164,43,121,1640,805,835,0.491,,,,,,,102.0,54.0,48.0,1990,,1988-1998
942,942,John MacLeod,NYK,1,18,67,32,35,67,32,35,1364,707,657,0.518,3.0,0.0,3.0,3.0,0.0,3.0,101.0,47.0,54.0,1990,0.0,1988-1998
944,944,Jim Lynam,PHI,4,6,82,44,38,285,159,126,428,211,217,0.493,8.0,4.0,4.0,21.0,8.0,13.0,21.0,8.0,13.0,1990,0.5,1988-1998
945,945,Cotton Fitzsimmons,PHO,5,18,82,55,27,410,261,149,1468,752,716,0.512,4.0,1.0,3.0,32.0,17.0,15.0,72.0,30.0,42.0,1990,0.25,1988-1998
946,946,Rick Adelman,POR,3,3,82,63,19,199,136,63,199,136,63,0.6829999999999999,16.0,9.0,7.0,40.0,21.0,19.0,40.0,21.0,19.0,1990,0.5625,1988-1998
947,947,Dick Motta,SAC,2,21,82,25,57,136,41,95,1694,849,845,0.501,,,,,,,126.0,56.0,70.0,1990,,1988-1998
948,948,Larry Brown,SAS,3,12,82,55,27,246,132,114,957,578,379,0.604,4.0,1.0,3.0,14.0,7.0,7.0,77.0,35.0,42.0,1990,0.25,1988-1998
949,949,K.C. Jones,OKC,1,10,82,41,41,82,41,41,822,534,288,0.65,5.0,2.0,3.0,5.0,2.0,3.0,142.0,81.0,61.0,1990,0.4,1988-1998
950,950,Jerry Sloan,UTA,3,6,82,54,28,229,149,80,444,243,201,0.547,9.0,4.0,5.0,17.0,6.0,11.0,23.0,8.0,15.0,1990,0.4444444444444444,1988-1998
958,958,Rick Carlisle,DAL,10,16,82,24,58,804,437,367,1296,718,578,0.5539999999999999,,,,58.0,28.0,30.0,120.0,58.0,62.0,2017,,2008-2018
960,960,Stan Van Gundy,DET,4,12,82,39,43,328,152,176,907,523,384,0.5770000000000001,,,,4.0,0.0,4.0,91.0,48.0,43.0,2017,,2008-2018
962,962,Mike D'Antoni,HOU,2,14,82,65,17,164,120,44,1045,575,470,0.55,17.0,11.0,6.0,28.0,17.0,11.0,87.0,43.0,44.0,2017,0.6470588235294118,2008-2018
963,963,Nate McMillan,IND,2,14,82,48,34,164,90,74,1094,568,526,0.519,7.0,3.0,4.0,11.0,3.0,8.0,45.0,17.0,28.0,2017,0.42857142857142855,2008-2018
964,964,Doc Rivers,LAC,5,19,82,42,40,410,259,151,1470,846,624,0.5760000000000001,,,,40.0,18.0,22.0,161.0,82.0,79.0,2017,,2008-2018
968,968,Erik Spoelstra,MIA,10,10,82,44,38,804,484,320,804,484,320,0.602,5.0,1.0,4.0,118.0,71.0,47.0,118.0,71.0,47.0,2017,0.2,2008-2018
971,971,Tom Thibodeau,MIN,2,7,82,47,35,164,78,86,558,333,225,0.597,5.0,1.0,4.0,5.0,1.0,4.0,56.0,24.0,32.0,2017,0.2,2008-2018
972,972,Alvin Gentry,NOP,3,15,82,48,34,246,112,134,951,447,504,0.47,9.0,5.0,4.0,9.0,5.0,4.0,30.0,17.0,13.0,2017,0.5555555555555556,2008-2018
975,975,Frank Vogel,ORL,2,8,82,25,57,164,54,110,595,304,291,0.511,,,,,,,61.0,31.0,30.0,2017,,2008-2018
979,979,Terry Stotts,POR,6,10,82,49,33,492,272,220,775,387,388,0.499,4.0,0.0,4.0,35.0,11.0,24.0,40.0,12.0,28.0,2017,0.0,2008-2018
981,981,Gregg Popovich,SAS,22,22,82,47,35,1738,1197,541,1738,1197,541,0.6890000000000001,5.0,1.0,4.0,277.0,167.0,110.0,277.0,167.0,110.0,2017,0.2,2008-2018
982,982,Dwane Casey,TOR,7,9,82,59,23,558,320,238,680,373,307,0.5489999999999999,10.0,4.0,6.0,51.0,21.0,30.0,51.0,21.0,30.0,2017,0.4,2008-2018
984,984,Scott Brooks,WAS,2,9,82,43,39,164,92,72,709,430,279,0.606,6.0,2.0,4.0,19.0,9.0,10.0,92.0,48.0,44.0,2017,0.3333333333333333,2008-2018
986,986,Doc Rivers,BOS,7,12,82,56,26,574,336,238,913,507,406,0.555,9.0,5.0,4.0,80.0,46.0,34.0,95.0,51.0,44.0,2010,0.5555555555555556,2008-2018
987,987,Larry Brown,CHO,3,30,28,9,19,192,88,104,2338,1327,1011,0.568,,,,4.0,0.0,4.0,235.0,120.0,115.0,2010,,2008-2018
988,988,Paul Silas,CHO,5,11,54,25,29,335,186,149,809,380,429,0.47,,,,23.0,11.0,12.0,29.0,13.0,16.0,2010,,2008-2018
989,989,Tom Thibodeau,CHI,1,1,82,62,20,82,62,20,82,62,20,0.7559999999999999,16.0,9.0,7.0,16.0,9.0,7.0,16.0,9.0,7.0,2010,0.5625,2008-2018
990,990,Byron Scott,CLE,1,11,82,19,63,82,19,63,789,371,418,0.47,,,,,,,57.0,33.0,24.0,2010,,2008-2018
991,991,Rick Carlisle,DAL,3,9,82,57,25,246,162,84,738,443,295,0.6,21.0,16.0,5.0,37.0,23.0,14.0,99.0,53.0,46.0,2010,0.7619047619047619,2008-2018
992,992,George Karl,DEN,7,23,82,50,32,532,328,204,1739,1036,703,0.596,5.0,1.0,4.0,46.0,16.0,30.0,172.0,75.0,97.0,2010,0.2,2008-2018
995,995,Rick Adelman,HOU,4,20,82,43,39,328,193,135,1561,945,616,0.605,,,,19.0,9.0,10.0,157.0,79.0,78.0,2010,,2008-2018
996,996,Jim O'Brien,IND,4,9,44,17,27,290,121,169,630,303,327,0.481,,,,,,,31.0,14.0,17.0,2010,,2008-2018
997,997,Frank Vogel,IND,1,1,38,20,18,38,20,18,38,20,18,0.526,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2010,0.2,2008-2018
999,999,Phil Jackson,LAL,11,20,82,57,25,902,610,292,1640,1155,485,0.7040000000000001,10.0,4.0,6.0,181.0,118.0,63.0,333.0,229.0,104.0,2010,0.4,2008-2018
1000,1000,Lionel Hollins,MEM,5,5,82,46,36,267,117,150,267,117,150,0.438,13.0,7.0,6.0,13.0,7.0,6.0,13.0,7.0,6.0,2010,0.5384615384615384,2008-2018
1001,1001,Erik Spoelstra,MIA,3,3,82,58,24,246,148,98,246,148,98,0.602,21.0,14.0,7.0,33.0,18.0,15.0,33.0,18.0,15.0,2010,0.6666666666666666,2008-2018
1002,1002,Scott Skiles,MIL,3,11,82,35,47,246,115,131,778,396,382,0.509,,,,7.0,3.0,4.0,42.0,18.0,24.0,2010,,2008-2018
1006,1006,Mike D'Antoni,NYK,3,9,82,42,40,246,103,143,685,370,315,0.54,4.0,0.0,4.0,4.0,0.0,4.0,55.0,26.0,29.0,2010,0.0,2008-2018
1007,1007,Scott Brooks,OKC,3,3,82,55,27,233,127,106,233,127,106,0.545,17.0,9.0,8.0,23.0,11.0,12.0,23.0,11.0,12.0,2010,0.5294117647058824,2008-2018
1008,1008,Stan Van Gundy,ORL,4,7,82,52,30,328,222,106,513,334,179,0.6509999999999999,6.0,2.0,4.0,54.0,30.0,24.0,82.0,47.0,35.0,2010,0.3333333333333333,2008-2018
1009,1009,Doug Collins,PHI,1,9,82,41,41,82,41,41,701,373,328,0.532,5.0,1.0,4.0,5.0,1.0,4.0,43.0,16.0,27.0,2010,0.2,2008-2018
1010,1010,Alvin Gentry,PHO,3,10,82,40,42,195,112,83,598,289,309,0.483,,,,16.0,10.0,6.0,21.0,12.0,9.0,2010,,2008-2018
1011,1011,Nate McMillan,POR,6,11,82,48,34,492,246,246,887,458,429,0.516,6.0,2.0,4.0,18.0,6.0,12.0,34.0,14.0,20.0,2010,0.3333333333333333,2008-2018
1012,1012,Paul Westphal,SAC,2,9,82,24,58,164,49,115,590,316,274,0.536,,,,,,,49.0,27.0,22.0,2010,,2008-2018
1013,1013,Gregg Popovich,SAS,15,15,82,61,21,1180,797,383,1180,797,383,0.675,6.0,2.0,4.0,181.0,108.0,73.0,181.0,108.0,73.0,2010,0.3333333333333333,2008-2018
1015,1015,Jerry Sloan,UTA,23,26,54,31,23,1809,1127,682,2024,1221,803,0.603,,,,196.0,96.0,100.0,202.0,98.0,104.0,2010,,2008-2018
1017,1017,Flip Saunders,WAS,2,15,82,23,59,164,49,115,1147,636,511,0.5539999999999999,,,,,,,98.0,47.0,51.0,2010,,2008-2018
1018,1018,Mike Woodson,ATL,5,5,82,47,35,410,153,257,410,153,257,0.373,11.0,4.0,7.0,18.0,7.0,11.0,18.0,7.0,11.0,2008,0.36363636363636365,1998-2008
1019,1019,Doc Rivers,BOS,5,10,82,62,20,410,230,180,749,401,348,0.535,14.0,7.0,7.0,47.0,26.0,21.0,62.0,31.0,31.0,2008,0.5,1998-2008
1020,1020,Larry Brown,CHO,1,28,82,35,47,82,35,47,2228,1274,954,0.5720000000000001,,,,,,,231.0,120.0,111.0,2008,,1998-2008
1022,1022,Mike Brown,CLE,4,4,82,66,16,328,211,117,328,211,117,0.643,14.0,10.0,4.0,60.0,36.0,24.0,60.0,36.0,24.0,2008,0.7142857142857143,1998-2008
1023,1023,Rick Carlisle,DAL,1,7,82,50,32,82,50,32,574,331,243,0.5770000000000001,10.0,5.0,5.0,10.0,5.0,5.0,72.0,35.0,37.0,2008,0.5,1998-2008
1024,1024,George Karl,DEN,5,21,82,54,28,368,225,143,1575,933,642,0.5920000000000001,16.0,10.0,6.0,35.0,13.0,22.0,161.0,72.0,89.0,2008,0.625,1998-2008
1026,1026,Don Nelson,GSW,10,30,82,29,53,783,396,387,2316,1309,1007,0.565,,,,35.0,14.0,21.0,166.0,75.0,91.0,2008,,1998-2008
1027,1027,Rick Adelman,HOU,2,18,82,53,29,164,108,56,1397,860,537,0.616,13.0,7.0,6.0,19.0,9.0,10.0,157.0,79.0,78.0,2008,0.5384615384615384,1998-2008
1028,1028,Jim O'Brien,IND,2,7,82,36,46,164,72,92,504,254,250,0.504,,,,,,,31.0,14.0,17.0,2008,,1998-2008
1029,1029,Mike Dunleavy,LAC,6,16,82,19,63,492,194,298,1280,592,688,0.463,,,,12.0,7.0,5.0,71.0,38.0,33.0,2008,,1998-2008
1030,1030,Phil Jackson,LAL,9,18,82,65,17,738,496,242,1476,1041,435,0.705,23.0,16.0,7.0,148.0,98.0,50.0,300.0,209.0,91.0,2008,0.6956521739130435,1998-2008
1033,1033,Lionel Hollins,MEM,3,3,39,13,26,103,31,72,103,31,72,0.301,,,,,,,,,,2008,,1998-2008
1034,1034,Erik Spoelstra,MIA,1,1,82,43,39,82,43,39,82,43,39,0.524,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2008,0.42857142857142855,1998-2008
1035,1035,Scott Skiles,MIL,1,9,82,34,48,82,34,48,614,315,299,0.513,,,,,,,35.0,15.0,20.0,2008,,1998-2008
1036,1036,Randy Wittman,MIN,3,5,19,4,15,143,38,105,307,100,207,0.326,,,,,,,,,,2008,,1998-2008
1038,1038,Lawrence Frank,BRK,6,6,82,34,48,450,225,225,450,225,225,0.5,,,,38.0,18.0,20.0,38.0,18.0,20.0,2008,,1998-2008
1039,1039,Byron Scott,NOP,5,9,82,49,33,410,200,210,698,349,349,0.5,5.0,1.0,4.0,17.0,8.0,9.0,57.0,33.0,24.0,2008,0.2,1998-2008
1040,1040,Mike D'Antoni,NYK,1,7,82,32,50,82,32,50,521,299,222,0.574,,,,,,,51.0,26.0,25.0,2008,,1998-2008
1041,1041,P.J. Carlesimo,OKC,2,8,13,1,12,95,21,74,500,204,296,0.408,,,,,,,12.0,3.0,9.0,2008,,1998-2008
1042,1042,Scott Brooks,OKC,1,1,69,22,47,69,22,47,69,22,47,0.319,,,,,,,,,,2008,,1998-2008
1043,1043,Stan Van Gundy,ORL,2,5,82,59,23,164,111,53,349,223,126,0.639,24.0,13.0,11.0,34.0,18.0,16.0,62.0,35.0,27.0,2008,0.5416666666666666,1998-2008
1044,1044,Maurice Cheeks,PHI,4,8,23,9,14,269,122,147,570,284,286,0.498,,,,6.0,2.0,4.0,16.0,5.0,11.0,2008,,1998-2008
1047,1047,Alvin Gentry,PHO,1,8,31,18,13,31,18,13,434,195,239,0.449,,,,,,,5.0,2.0,3.0,2008,,1998-2008
1048,1048,Nate McMillan,POR,4,9,82,54,28,328,148,180,723,360,363,0.498,6.0,2.0,4.0,6.0,2.0,4.0,22.0,10.0,12.0,2008,0.3333333333333333,1998-2008
1051,1051,Gregg Popovich,SAS,13,13,82,54,28,1016,686,330,1016,686,330,0.675,5.0,1.0,4.0,165.0,102.0,63.0,165.0,102.0,63.0,2008,0.2,1998-2008
1054,1054,Jerry Sloan,UTA,21,24,82,48,34,1673,1043,630,1888,1137,751,0.602,5.0,1.0,4.0,186.0,92.0,94.0,192.0,94.0,98.0,2008,0.2,1998-2008
1055,1055,Eddie Jordan,WAS,6,8,11,1,10,421,197,224,518,230,288,0.444,,,,26.0,8.0,18.0,26.0,8.0,18.0,2008,,1998-2008
1059,1059,Gene Shue,WAS,1,1,56,16,40,56,16,40,56,16,40,0.28600000000000003,,,,,,,,,,1966,,1959-69
1060,1060,Bill Russell,BOS,1,1,81,60,21,81,60,21,81,60,21,0.741,9.0,4.0,5.0,9.0,4.0,5.0,9.0,4.0,5.0,1966,0.4444444444444444,1959-69
1062,1062,Jack McMahon,SAC,4,5,81,39,42,321,187,134,359,199,160,0.5539999999999999,4.0,1.0,3.0,23.0,8.0,15.0,23.0,8.0,15.0,1966,0.25,1959-69
1067,1067,Alex Hannum,PHI,4,9,81,68,13,320,195,125,663,351,312,0.529,15.0,11.0,4.0,33.0,19.0,14.0,66.0,38.0,28.0,1966,0.7333333333333333,1959-69
1069,1069,Richie Guerin,ATL,3,3,81,39,42,208,103,105,208,103,105,0.495,9.0,5.0,4.0,23.0,12.0,11.0,23.0,12.0,11.0,1966,0.5555555555555556,1959-69
1070,1070,Lenny Wilkens,ATL,2,22,82,42,40,164,99,65,1782,968,814,0.5429999999999999,3.0,0.0,3.0,14.0,5.0,9.0,124.0,60.0,64.0,1994,0.0,1988-1998
1071,1071,Chris Ford,BOS,5,5,82,35,47,410,222,188,410,222,188,0.541,4.0,1.0,3.0,29.0,13.0,16.0,29.0,13.0,16.0,1994,0.25,1988-1998
1073,1073,Phil Jackson,CHI,6,6,82,47,35,492,342,150,492,342,150,0.695,10.0,5.0,5.0,94.0,66.0,28.0,94.0,66.0,28.0,1994,0.5,1988-1998
